game_id,max_players,max_playtime,min_age,min_players,min_playtime,name,playing_time,year_published,average_rating,users_rated
97683,6,40,14,3,40,South African Railroads,40,2011,7.58116,69
38637,6,60,10,3,60,Age of Scheme: Routes to Riches,60,2008,5.97857,91
28308,8,20,25,2,20,Martinis & Men,20,2007,4.94662,74
5549,4,60,21,3,60,Das Wasser des Lebens,60,1997,7.57844,74
99655,5,60,21,2,60,Swinging Jivecat Voodoo Lounge,60,2016,6.68059,136
125493,6,20,21,3,20,DrunkQuest,20,2013,6.52351,251
151640,8,30,21,3,30,Iron & Ale,30,2014,6.1373,63
133,6,120,18,2,120,Frischfleisch,120,1999,6.12852,142
427,6,60,18,2,60,Grass,60,1980,5.93233,970
514,6,30,18,3,30,True Colors,30,1989,6.00105,381
920,0,60,18,0,60,Ultimate Outburst,60,1999,6.1733,221
1748,12,60,18,4,60,A Question of Scruples,60,1984,4.60384,612
1835,8,30,18,2,30,Scrutineyes,30,1992,6.42352,253
1865,6,60,18,3,60,Astrotime,60,1990,4.48871,62
2225,99,45,18,4,45,Bamboozle,45,1997,4.94357,70
2668,6,30,18,2,30,Picture Picture,30,1992,5.68095,105
2956,6,45,18,2,45,Dirty Minds: The Game of Naughty Clues,45,1990,3.94702,433
3515,0,60,18,4,60,"Men Are from Mars, Women Are from Venus",60,1998,3.79768,112
3623,8,60,18,4,60,Survivor,60,2000,4.05483,145
3636,0,30,18,3,30,SongBurst 50's & 60's Edition,30,1990,5.11774,93
3958,0,30,18,3,30,Songburst: 70's & 80's Edition,30,1992,5.60746,114
4604,6,60,18,2,60,Chez Greek,60,2002,5.96933,425
4659,8,20,18,3,20,Moods,20,2000,5.90538,340
4862,20,60,18,4,60,Outburst!,60,1986,5.77437,1367
4874,8,180,18,8,180,How to Host a Murder: The Chicago Caper,180,1985,6.4,65
4877,8,180,18,8,180,How to Host a Murder: The Watersdown Affair,180,1985,6.3,79
5272,6,45,18,3,45,Hilarium,45,2001,5.5096,125
5650,6,240,18,2,240,Pass-out,240,1962,3.7609,100
6749,2,10,18,2,10,Busen Memo,10,2003,4.84961,237
7336,4,120,18,2,120,Trivial Pursuit: The Lord of the Rings Movie Trilogy Collector's Edition,120,2003,5.44617,608
7422,6,60,18,2,60,Mid-Life Crisis,60,1982,3.79872,78
7958,6,90,18,2,90,The 80's Game,90,2001,5.05108,93
8804,6,15,18,2,15,Stoner Fluxx,15,2003,5.67498,604
9091,8,30,18,4,30,The Newlywed Game,30,1967,4.76638,116
9227,4,20,18,2,20,Weed!,20,2002,5.29105,95
11573,0,25,18,4,25,Celebrity Taboo,25,1991,5.38254,126
14132,5,45,18,2,45,Project Pornstar,45,2004,5.43852,122
14525,10,30,18,4,30,Outburst Remix!,30,2004,6.39784,116
14736,6,20,18,2,20,Let's Kill,20,1997,5.39485,359
15064,4,0,18,2,0,Pimp: The Backhanding,0,2005,5.21492,476
15111,6,30,18,2,30,Yahtzee: Texas Hold'em,30,2004,5.20246,224
17451,5,25,18,3,25,Wench,25,2005,4.56803,204
18788,10,0,18,2,0,Take Your Daughter to the Slaughter,0,1998,5.99434,83
24376,4,45,18,2,45,Trivial Pursuit: Totally 80s Edition,45,2006,4.99336,226
24933,12,45,18,4,45,Cranium Pop 5,45,2006,6.28805,272
26516,10,30,18,4,30,Boxers or Briefs?,30,2005,5.70571,175
28100,6,45,18,2,45,Deluxe Dirty Minds,45,2005,4.53269,52
28224,6,20,18,2,20,Kill the Hippies,20,2007,4.91811,120
28508,6,45,18,3,45,Loaded Questions: Adult Version,45,2007,5.76895,124
37000,0,0,18,4,0,Partini,0,2008,5.08882,207
56406,16,45,18,3,45,Activity Club-Edition,45,2002,5.48525,61
69851,2,45,18,2,45,Aliens: This Time It's War,45,2010,7.62379,184
72809,5,60,18,2,60,Barbarossa,60,2010,6.93652,388
75828,4,45,18,2,45,The Thing,45,2010,7.19053,151
89342,6,90,18,4,90,Tomorrow,90,2013,6.37972,390
125148,4,45,18,2,45,Lap Dance,45,2014,5.70846,322
135508,5,90,18,2,90,The Mushroom Eaters,90,2013,7.21375,128
136143,6,30,18,2,30,Squillo,30,2012,5.04556,90
140840,10,30,18,5,20,Personally Incorrect,30,2013,5.23012,83
143096,6,60,18,1,60,Camp Grizzly,60,2013,7.31132,333
148375,2,45,18,2,45,Regnum Angelica,45,2014,6.99324,102
151369,9,25,18,5,25,Illegal,25,2014,6.26135,104
156546,20,60,18,4,60,Monikers,60,2015,7.80776,990
165748,7,45,18,2,45,Psycho Raiders,45,2014,7.97214,70
166081,20,30,18,4,30,Bucket of Doom,30,2014,5.22143,98
167715,20,0,18,5,0,Moral Dilemma,0,2015,4.50429,70
169675,30,40,18,3,40,L'osti d'jeu,40,2014,6.24545,110
172242,5,20,18,2,10,Exploding Kittens: NSFW Deck,20,2015,6.15706,3198
173075,10,90,18,4,10,Disturbed Friends,90,2015,5.84357,70
179719,7,240,18,2,120,Risk: Game of Thrones,240,2015,7.08658,308
185104,6,0,18,2,60,Monopoly: Game of Thrones Collector's Edition,0,2015,6.18015,68
193621,10,90,18,3,30,Joking Hazard,90,2016,6.71153,1026
204837,5,60,18,3,30,Game of Thrones: The Iron Throne,60,2016,7.14498,229
205158,8,30,18,4,15,Codenames: Deep Undercover,30,2016,6.93785,765
2162,6,120,17,2,30,"Warhammer 40,000",120,1993,6.39206,1978
28843,4,30,17,2,30,300: The Board Game,30,2007,6.06231,169
50381,30,30,17,4,30,Cards Against Humanity,30,2009,6.21198,14042
55690,6,180,17,1,60,Kingdom Death: Monster,180,2015,8.93184,1954
71668,4,120,17,2,120,After Pablo,120,2010,7.41941,153
80503,4,30,17,2,30,Dexter: The Board Game,30,2010,4.61061,66
114991,33,10,17,2,10,The Metagame,10,2011,6.96117,168
127648,15,20,17,2,20,Black Stories: Sex and Crime Edition,20,2012,5.98389,90
128671,4,150,17,3,150,Spartacus: A Game of Blood & Treachery,150,2012,7.47575,4667
146652,5,45,17,1,45,Legendary Encounters: An Alien Deck Building Game,45,2014,7.86759,6402
151887,8,20,17,4,20,Clusterf**k!,20,2013,5.10976,82
161928,20,30,17,4,30,Utter Nonsense,30,2014,5.73854,96
172007,10,30,17,5,30,The Voting Game,30,2014,5.47013,75
173761,8,30,17,4,20,Telestrations After Dark,30,2015,7.18712,372
174570,5,45,17,1,45,Legendary Encounters: A Predator Deck Building Game,45,2015,7.68291,1416
189062,10,0,17,3,30,Red Flags,0,2015,6.28612,121
200610,6,60,17,3,30,Million Dollars But... The Game,60,2016,5.60773,110
145,5,90,16,2,90,Metropolis,90,1984,6.44617,324
242,7,240,16,2,240,Junta,240,1978,6.76122,4450
422,7,360,16,3,360,1835,360,1990,7.01206,619
603,6,120,16,3,120,Putsch,120,1998,5.51987,78
751,4,120,16,2,120,Minos,120,1991,6.43037,246
1398,4,120,16,2,90,Chicago,120,1986,5.37566,152
1468,12,45,16,2,45,Anybody's Guess,45,1990,5.78148,97
1496,6,240,16,1,240,Imperium Romanum II,240,1985,6.56713,499
1582,2,60,16,2,60,Sicily: Triumph and Folly,60,2000,7.79553,153
2510,9,180,16,3,180,Playboss,180,1969,6.12742,93
2814,100,20,16,4,20,Rapid Recall,20,1993,6.17286,70
2856,5,60,16,2,60,BrewMaster: The Craft Beer Game,60,2001,5.75079,127
2957,6,90,16,2,90,Trivial Pursuit: The 1980's,90,1989,5.2427,209
3053,2,180,16,2,180,Bonaparte in Italy,180,1979,7.12381,105
3182,6,20,16,2,20,Paternoster,20,1990,5.84944,179
4204,2,360,16,2,360,Tunisia,360,1995,7.72813,354
4355,6,90,16,3,90,Therapy,90,1986,5.28523,503
4789,6,90,16,2,90,Trivial Pursuit: Genus III,90,1994,5.63361,327
5452,2,360,16,2,360,DAK,360,1997,7.99805,154
5622,2,6000,16,2,60,Pacific War,6000,1985,7.52621,479
6383,6,60,16,3,45,Life Style,60,1989,5.36667,132
6581,2,360,16,2,360,Korea: The Forgotten War,360,2003,8.03426,218
7662,5,360,16,2,360,Bar-Lev: The Yom-Kippur War of 1973,360,1974,7.32647,102
9354,12,45,16,5,45,Privacy,45,2004,6.54343,175
10325,2,30,16,2,30,"Marry, Date or Dump?",30,2003,4.364,50
11091,2,360,16,1,360,Leuthen: Frederick's Greatest Victory,360,1997,7.84231,65
11160,6,0,16,2,0,Think: Memo Crime,0,1997,5.85811,74
12899,2,360,16,1,360,La Bataille de Preussisch-Eylau,360,1978,7.66239,117
14452,2,180,16,1,180,Marengo,180,1995,6.91343,108
15274,2,0,16,2,0,La Bataille de la Moscowa,0,1975,7.77135,96
16355,8,45,16,3,45,The Difference Between Women & Men,45,2005,5.78813,123
16366,6,60,16,2,60,Funny Friends,60,2005,6.47835,2096
17132,3,90,16,2,90,1800,90,2002,6.60418,67
19466,24,40,16,2,40,Trivial Pursuit: 1980s,40,2000,5.27647,119
19621,6,0,16,4,0,Mental Floss Game,0,2005,5.27286,70
20589,4,30,16,2,30,Trivial Pursuit: DVD Pop Culture 2,30,2005,5.14754,142
21749,8,0,16,2,0,Scene It? Squabble,0,2005,4.98116,69
22392,6,180,16,2,180,T.E.G.: Plan Táctico y Estratégico de la Guerra,180,1976,5.83594,96
23304,6,60,16,2,60,"""Oh My God! There's An Axe In My Head."" The Game of International Diplomacy ",60,2014,6.27017,59
25968,4,45,16,2,45,Banzai,45,2006,4.86154,65
34139,9,300,16,9,300,Death Wears White,300,2001,7.74264,53
38062,12,45,16,5,45,Privacy 2,45,2008,6.77363,91
41757,6,45,16,2,45,Opus-Dei: Existence After Religion,45,2008,6.0365,121
42636,6,30,16,1,30,Gemischtes Doppel,30,2006,5.54167,60
63170,7,540,16,3,360,1817,540,2010,8.70848,165
72448,6,60,16,2,60,Trivial Pursuit: Bet You Know It,60,2010,5.97681,391
82216,6,20,16,2,20,Trivial Pursuit Steal Card Game,20,2009,5.55299,184
84889,4,180,16,2,180,Cave Evil,180,2011,7.93237,300
85424,8,1000,16,2,1000,La Bataille de la Moscowa (third edition),1000,2011,8.6021,111
87904,6,60,16,2,60,Trivial Pursuit: Master Edition,60,2010,6.20954,262
88559,5,240,16,2,120,Bullfrog Goldfield,240,2011,6.66196,138
99078,4,180,16,2,180,Divided Republic,180,2012,6.76016,202
99079,4,45,16,1,45,The Walking Dead Board Game,45,2011,5.1847,482
124833,6,60,16,2,60,Tentacle Bento,60,2012,5.41825,233
128425,6,30,16,4,30,Asteriated Grail,30,2010,7.39216,102
146496,10,40,16,4,20,Bam!: Das unanständig gute Wortspiel,40,2013,5.51622,74
146548,7,30,16,4,30,Imaginarium,30,2011,6.24561,57
147116,4,120,16,2,120,The Witcher Adventure Game,120,2014,6.51219,1382
149328,6,60,16,3,60,Trivial Pursuit: Party,60,2013,5.34381,84
151771,5,90,16,3,90,La Cosa Nostra,90,2014,7.83446,249
169558,6,60,16,1,30,Noches de Sangre,60,2015,5.81115,148
170825,8,30,16,3,30,Bad Medicine,30,2015,6.94985,138
174260,4,240,16,2,90,Waste Knights,240,2015,7.13564,165
180975,6,90,16,2,30,Crimson Creek,90,2016,6.07153,163
181377,4,90,16,1,30,The Opulent,90,2016,7.37059,51
195372,7,0,16,3,45,Krazy Wordz,0,2016,7.57167,307
204543,5,0,16,4,0,Speak Out,0,2016,5.29277,83
204836,5,60,16,3,60,Escape Room: The Game,60,2016,7.48538,578
210101,4,180,16,2,80,Incorporated,180,2016,7.60694,72
698,5,20,15,3,20,Gother Than Thou,20,2000,4.5848,198
1299,6,90,15,2,90,Trivial Pursuit: Genus IV,90,1996,5.50904,855
1649,2,120,15,2,120,Colonisator,120,1979,5.9338,71
2090,2,120,15,2,120,Stalingrad Pocket (first edition),120,1992,6.74641,167
2812,2,120,15,2,120,Platoon,120,1986,5.96358,204
3048,6,60,15,2,60,Trivial Pursuit: Millennium Edition,60,1999,5.36762,446
4342,2,240,15,1,240,Screaming Eagles in Holland,240,2002,7.39444,81
4343,2,240,15,2,240,Semper Fi!,240,1997,6.888,75
5768,2,360,15,2,360,Matanikau,360,1993,6.57222,90
6610,6,60,15,2,60,Spinergy,60,2000,5.66771,96
7349,2,960,15,1,180,The Korean War,960,1986,7.56533,337
7501,2,240,15,2,240,Hunters from the Sky,240,1994,6.54036,83
7502,2,240,15,2,240,Leros,240,1996,6.88301,103
8208,2,700,15,2,360,Trial of Strength,700,1985,7.98551,69
9135,5,360,15,2,360,Advanced European Theater of Operations,360,2001,7.4625,72
12140,2,180,15,2,180,Stalingrad Pocket II,180,1996,7.30857,372
12599,5,30,15,2,30,Marriage Material,30,2004,5.32432,74
17526,4,30,15,2,30,Hecatomb,30,2005,6.37344,349
23977,2,60,15,2,60,Hell Dorado,60,2006,7.63333,69
31294,5,30,15,2,30,Dead End,30,2007,5.57925,145
31336,4,30,15,2,30,Corunea,30,2008,6.74074,108
32260,4,60,15,2,60,The Club,60,2008,4.56312,216
40276,5,90,15,2,90,Masters of Venice,90,2009,6.65698,534
40853,36,240,15,2,240,Trivial Pursuit: Genus VI,240,2006,5.69306,85
46530,8,5,15,2,5,The Red Dragon Inn: Gambling? I'm In!,5,2010,6.20881,193
53376,7,120,15,2,120,7,120,2009,5.09634,134
57037,2,30,15,2,30,Kingpin,30,2009,6.2773,163
59335,33,0,15,6,0,Wherewolf,0,2009,7.37717,92
62922,2,60,15,2,60,None But Heroes,60,2011,8.10526,95
67919,9,60,15,3,30,The Message,60,2009,6.90741,309
84825,6,60,15,2,15,FaceEater,60,2010,4.92069,58
96613,4,60,15,3,45,Alcatraz: The Scapegoat,60,2011,6.42477,1265
97803,4,30,15,2,30,Penny Arcade: The Game – Gamers vs. Evil,30,2011,6.56411,794
103937,2,30,15,1,30,If I'm Going Down...,30,2012,6.13299,97
110868,6,30,15,3,30,Locke & Key: The Game,30,2012,6.36909,361
112686,6,30,15,2,30,Epic Spell Wars of the Battle Wizards: Duel at Mt. Skullzfyre,30,2012,6.66048,3331
115288,4,30,15,2,30,Penny Arcade: The Game – Rumble in R'lyeh,30,2012,7.06236,275
124000,8,30,15,4,30,Inception,30,2011,6.73824,68
124548,4,45,15,2,45,The Doom That Came To Atlantic City,45,2014,6.06141,241
124960,4,60,15,2,60,3012,60,2012,5.55,235
125678,5,45,15,2,45,DC Comics Deck-Building Game,45,2012,6.99817,4015
126242,6,30,15,2,30,Hot Rod Creeps,30,2012,6.84,219
127127,5,30,15,2,30,The Lord of the Rings: The Fellowship of the Ring Deck-Building Game,30,2013,6.85562,1080
127129,2,40,15,2,40,Batman: Arkham City Escape,40,2013,5.84522,175
130680,6,60,15,2,60,iKNOW,60,2012,6.37901,415
131387,4,25,15,2,25,MOD X,25,2015,7.32456,57
131389,5,25,15,2,25,Castle: The Detective Card Game,25,2013,5.33214,84
136117,10,20,15,2,20,The Walking Dead Card Game,20,2013,5.51099,405
137336,8,40,15,2,40,Archer: The Danger Zone! Board Game,40,2014,4.81275,153
137900,7,60,15,2,30,Jupiter Rescue,60,2013,6.71424,288
138311,4,30,15,2,30,Machine of Death: The Game of Creative Assassination,30,2013,5.6151,387
140386,4,30,15,2,30,Assassin's Creed: Arena,30,2014,5.6676,125
140594,7,45,15,2,30,Word Whimsy,45,2013,7.015,70
140612,4,40,15,1,40,The Hobbit: An Unexpected Journey,40,2013,6.30664,280
140638,4,60,15,1,45,The Walking Dead Board Game: The Best Defense,60,2013,6.21393,366
142555,5,45,15,2,30,The Lord of the Rings: The Two Towers Deck-Building Game,45,2013,6.92785,428
142852,5,45,15,2,45,DC Comics Deck-Building Game: Heroes Unite,45,2014,7.36491,1146
144574,2,60,15,2,60,Last Chance for Victory,60,2014,8.84603,88
145888,5,45,15,2,45,CapCom Street Fighter Deck-Building Game,45,2014,6.63641,423
148745,6,300,15,1,120,We Were Brothers,300,2015,7.94,55
149322,6,75,15,2,75,"Cthulhu!!!: Hastur La Vista, Baby!",75,2014,5.73188,69
151310,4,60,15,1,45,The Hobbit: The Desolation of Smaug,60,2013,6.72967,121
152510,5,45,15,2,45,The Lord of the Rings: The Return of the King Deck-Building Game,45,2014,7.07777,269
152952,2,30,15,2,20,Hawken: Real-Time Card Game,30,2014,6.47425,189
153116,6,30,15,1,30,Bravest Warriors Co-operative Dice Game,30,2014,5.44197,110
154677,7,60,15,4,60,Ave Cesar,60,2013,7.06154,52
154804,5,150,15,2,90,Naruto Shippuden Deck-Building Game,150,2014,6.83299,144
155460,5,45,15,2,45,The Hobbit: An Unexpected Journey Deck-Building Game,45,2014,7.0118,231
158168,4,30,15,2,30,NHL Power Play Team-Building Card Game,30,2014,7.1147,198
159406,4,45,15,2,30,Portal: The Uncooperative Cake Acquisition Game,45,2015,6.47794,617
160958,2,30,15,2,30,DC Comics Deck-Building Game: Rivals – Batman vs The Joker,30,2014,7.16564,473
163097,0,3000,15,2,3000,Beyond the Rhine,3000,2015,8.59789,71
167763,5,75,15,2,45,DC Comics Deck-Building Game: Teen Titans,75,2015,7.24048,381
168728,8,45,15,3,45,The Hen Commandments,45,2015,6.08594,64
173200,6,45,15,2,30,Epic Spell Wars of the Battle Wizards: Rumble at Castle Tentakill,45,2015,6.90971,891
173275,4,120,15,1,30,Ghostbusters: The Board Game,120,2015,6.58895,660
174518,4,90,15,2,60,Ylandyss,90,2015,7.57222,135
178754,5,120,15,1,40,Z War One: Damnation,120,2016,8.625,58
194229,4,45,15,2,30,Mad Science Foundation,45,2016,6.85185,54
194230,5,90,15,1,60,Attack on Titan: Deck-Building Game,90,2016,7.19782,170
194232,5,0,15,2,30,Rick and Morty: Total Rickall Card Game,0,2016,6.681,259
1,5,240,14,3,240,Die Macher,240,1986,7.66508,4498
52,3,300,14,2,300,Mighty Empires,300,1990,6.08468,449
60,6,90,14,3,90,Vinci,90,1999,7.13097,3712
91,2,480,14,2,480,Paths of Glory,480,1999,8.02578,3596
104,4,90,14,3,90,Extrablatt,90,1991,7.04646,246
112,6,45,14,2,45,Condottiere,45,1995,6.73922,6301
241,6,180,14,1,180,Age of Exploration,180,1994,6.0348,171
243,2,480,14,2,120,Advanced Squad Leader,480,1985,7.93771,2938
254,7,12000,14,2,6000,Empires in Arms,12000,1983,7.53553,1067
273,6,120,14,3,120,Africa 1880,120,1997,5.65114,132
284,8,240,14,2,240,Lords of the Sierra Madre (second edition),240,1995,6.22308,130
299,6,60,14,2,60,De Bellis Antiquitatis,60,1990,7.14559,563
330,2,120,14,2,120,Block Mania,120,1987,6.42973,374
421,7,360,14,2,180,1830: Railways & Robber Barons,360,1986,7.80835,3356
423,6,300,14,3,300,1856,300,1995,7.4858,1051
424,6,360,14,2,360,1870,360,1992,7.42473,806
441,5,60,14,2,60,Filthy Rich,60,1998,6.37809,647
552,5,120,14,3,120,Bus,120,1999,6.8486,653
655,5,60,14,2,60,Castle,60,2000,6.11521,1542
707,2,300,14,2,300,When Tigers Fight,300,1994,6.06806,72
753,2,240,14,2,240,Panzerkrieg,240,1978,6.33575,221
816,6,360,14,3,360,2038: Tycoons of the Asteroid Belt,360,1995,7.03236,343
875,4,240,14,1,240,Roads & Boats,240,1999,7.76255,2485
911,6,240,14,1,360,Empires of the Middle Ages,240,1980,7.1254,362
937,5,180,14,2,180,1825 Unit 1,180,1995,6.79438,258
1035,2,60,14,2,60,Squad Leader,60,1977,7.4724,2677
1130,5,45,14,2,45,Halali,45,1997,6.13793,87
1133,4,180,14,2,180,Organized Crime,180,1974,5.64072,97
1159,5,60,14,3,60,Evo,60,2001,6.89611,4135
1208,5,180,14,3,180,1851,180,1998,6.86198,96
1250,6,120,14,2,120,Hacker,120,1992,5.87479,409
1313,6,210,14,2,210,1826,210,2000,7.4528,125
1447,8,300,14,2,300,1841,300,1994,7.74272,180
1477,7,300,14,2,300,Days of Decision II,300,1994,6.20433,104
1513,6,300,14,1,300,The Republic of Rome,300,1990,7.54994,3365
1519,99,45,14,2,45,Kult,45,1995,6.70274,186
1563,6,1440,14,2,1440,Rise and Decline of the Third Reich,1440,1974,6.79568,1548
1894,2,360,14,2,360,War Galley,360,1999,7.07518,243
1898,4,60,14,2,60,Friesematenten,60,1998,6.34662,133
1945,6,180,14,3,180,Ultimatum,180,1985,5.67015,67
1982,6,45,14,3,45,Black Spy,45,1981,6.26666,509
2226,4,90,14,3,90,Greyhounds,90,1985,6.34965,115
2288,2,180,14,2,180,Blood Bowl (Second Edition),180,1988,6.77686,1136
2396,6,180,14,3,180,Ur: 1830 BC,180,2001,6.60304,214
2502,8,0,14,2,0,Global Survival,0,1992,1.84598,112
2583,5,240,14,3,240,18GA,240,1998,7.19056,180
2612,5,180,14,3,180,18AL,180,1999,7.28611,537
2666,6,240,14,6,240,A Mighty Fortress,240,1977,6.29681,94
2748,2,360,14,2,360,"Thirty Years War: Europe in Agony, 1618-1648",360,2001,6.80012,566
2802,3,360,14,2,360,War in Europe,360,1976,7.01779,149
2997,8,240,14,2,240,Soldier Kings,240,2002,6.35355,248
3041,2,120,14,2,120,Panzergruppe Guderian,120,1976,7.23816,576
3070,2,360,14,2,360,Red Parachutes: Soviet Airborne Assault Across the Dnepr,360,1995,6.56641,64
3086,4,35,14,1,10,The Omega Virus,35,1992,6.31275,852
3097,5,180,14,3,180,1849,180,1998,7.71489,150
3177,2,120,14,2,120,Battle for Armageddon,120,1992,6.52724,246
3218,2,240,14,2,240,The Arab-Israeli Wars,240,1977,6.34395,557
3353,2,420,14,2,420,World War II: Barbarossa to Berlin,420,2002,7.22602,979
3870,7,480,14,2,480,7 Ages,480,2004,7.0413,941
4023,6,60,14,2,60,Frag Deadlands,60,2001,5.49623,234
4102,6,3600,14,1,3600,Europa Universalis,3600,1993,6.65268,284
4222,2,360,14,1,360,War between the States (first edition),360,1977,6.79718,71
4255,2,180,14,2,180,Ney vs. Wellington,180,1979,6.81265,204
4272,6,60,14,4,60,Punk sucht Lady,60,1993,5.67661,62
4815,10,60000,14,8,60000,The Campaign for North Africa,60000,1979,5.62887,97
5021,2,360,14,2,360,The Struggle of Nations,360,1982,6.12195,205
5060,2,300,14,2,300,Caesar in Alexandria,300,2001,6.87457,116
5235,2,240,14,2,240,Samurai Blades,240,1984,6.61029,136
5410,6,3600,14,2,360,La Grande Guerre 14-18,3600,1999,7.80366,82
5488,2,360,14,2,360,TaskForce,360,1981,6.52349,83
5516,4,180,14,2,180,Symbioz,180,1995,6.8343,86
5541,2,360,14,2,360,Barbarossa: The Russo-German War 1941-45,360,1969,6.33372,86
5684,6,300,14,2,300,18EU,300,2001,7.56804,293
5826,2,360,14,2,360,Victory in the West,360,1993,6.93429,105
5860,2,240,14,2,240,Descent on Crete,240,1978,6.0098,51
6205,3,720,14,2,720,Europe Engulfed,720,2003,7.53876,1206
6253,4,360,14,2,360,Wacht am Rhein,360,1977,7.42752,109
6613,2,240,14,2,240,"Downtown: Air War Over Hanoi, 1965-1972",240,2004,7.76678,384
6646,6,120,14,2,120,Excalibur,120,1989,6.25473,277
6860,2,360,14,2,360,"River of Death: Battle of Chickamauga, September 19-20, 1863",360,1999,7.25439,57
7112,2,360,14,1,360,NATO Division Commander,360,1980,6.17273,55
7218,5,210,14,2,210,18VA,210,2001,7.23036,112
7522,2,360,14,2,360,Wave of Terror,360,1997,5.88441,68
7576,8,30,14,3,30,Thingamajig,30,2003,6.34744,215
7614,8,2880,14,1,1440,A World at War,2880,2003,7.61917,253
7755,2,300,14,1,300,Victory in Normandy,300,1992,7.05691,123
7774,2,180,14,2,180,Striker,180,1981,6.46364,99
7822,8,60,14,2,60,Buffy the Vampire Slayer: The Board Game,60,2000,3.96702,124
7861,7,240,14,2,240,Soldier Emperor,240,2003,6.09065,107
7941,2,240,14,2,240,NATO: Operational Combat in Europe in the 1970's,240,1973,6.07455,110
7955,2,180,14,2,180,Seelöwe,180,1974,6.26626,123
7975,2,360,14,2,360,Triumph & Glory: Battles of the Napoleonic Wars 1796-1809,360,2000,6.74539,141
8056,4,240,14,1,240,"Operation Shoestring: The Guadalcanal Campaign, 1942",240,1990,6.07586,87
8132,2,360,14,2,360,Winter Fury: The Battle of Tolvajärvi 1939,360,2001,5.89375,56
8134,6,60,14,2,60,History of War,60,2003,5.94093,97
8362,8,360,14,2,360,Strategy I,360,1971,6.30779,77
8519,8,360,14,8,360,How to Host a Mystery: Star Trek – The Next Generation,360,1992,5.5625,56
8521,4,240,14,1,240,Whistling Death,240,2003,8.18926,229
8679,8,360,14,2,360,Days of Decision III,360,2004,7.4,55
8719,2,360,14,2,360,The Next War,360,1978,7.39387,173
8727,2,360,14,2,360,USN,360,1971,6.28161,87
8756,1,120,14,1,120,Eastern Front Solitaire,120,1986,5.85068,74
8813,4,1,14,2,1,Shocking Roulette,1,2003,5.22045,132
8829,10,45,14,3,45,Nobody is Perfect,45,1992,6.92761,498
9132,6,600,14,2,600,18C2C: Manifest Destiny,600,2003,7.66772,79
9150,2,120,14,1,120,Dark December,120,1979,7.32321,56
9238,3,360,14,2,360,War in the Ice,360,1978,6.33792,96
9516,8,30,14,2,30,Adverteasing,30,1988,4.27429,105
9962,5,60,14,2,60,Chez Goth,60,2004,5.9954,593
10534,2,240,14,2,240,Napoleon's Art of War: Eylau and Dresden,240,1979,5.9863,146
10807,6,45,14,2,45,Fishing for Terrorists,45,2004,5.07342,79
11168,2,120,14,1,120,Flames of War: The World War II Miniatures Game,120,2002,7.10068,753
11699,2,120,14,2,120,Red Steel: Clash Of Armor At Kishinev,120,1996,6.74344,61
11899,12,90,14,2,90,Le Docte Rat,90,1988,5.74861,72
11967,4,480,14,2,480,The Seven Days of 1809,480,2004,7.6564,86
12134,6,360,14,2,360,This Hallowed Ground,360,1998,7.98156,101
12234,2,360,14,1,360,DAK2,360,2004,8.2378,247
12477,6,120,14,3,120,Bootleggers,120,2004,6.70303,2911
13122,4,180,14,2,120,Antiquity,180,2004,7.83503,2215
13403,2,180,14,2,180,Three Battles of Manassas,180,2004,7.90264,123
13782,6,60,14,2,60,Trivial Pursuit: SNL DVD Edition,60,2003,4.55124,121
13972,20,0,14,3,0,Party & Co,0,1993,5.48295,322
14024,5,90,14,2,90,Piracy,90,2004,6.08726,51
14535,4,60,14,2,60,SPANC: Space Pirate Amazon Ninja Catgirls,60,2005,5.29644,449
14662,6,180,14,1,30,NE-spelet,180,1999,5.69298,57
15999,2,120,14,2,120,1825 Unit 3,120,2004,7.56883,154
16772,6,60,14,3,60,Mall of Horror,60,2005,6.66621,2699
17161,5,120,14,3,60,Tempus,120,2006,6.51742,2418
17405,5,240,14,3,240,1846: The Race for the Midwest,240,2005,8.06396,609
17654,6,300,14,2,300,18GL,300,2005,7.43883,94
18485,5,210,14,3,210,18MEX,210,2005,7.64568,162
18833,2,30,14,2,30,Lord of the Rings: The Confrontation,30,2005,7.5124,4535
19671,2,30,14,2,30,Battlestar Galactica Collectible Card Game,30,2006,5.70574,148
19777,5,240,14,2,180,Indonesia,240,2005,7.7649,2671
20054,2,120,14,2,120,"Red God of War: The Soviet Operation Mars, 1942",120,2005,6.36161,56
20078,2,240,14,2,240,Monmouth,240,2007,7.39857,215
20140,8,60,14,2,60,Sybarit,60,2003,4.359,50
20646,6,300,14,3,300,1824,300,2005,7.80588,119
20772,6,120,14,2,120,King of Chicago,120,2005,6.53759,145
20865,8,120,14,2,120,Bolide,120,2005,6.56299,633
21182,6,300,14,2,300,1850,300,2005,7.39577,71
22061,6,240,14,2,240,TEG: La Revancha,240,1990,6.15833,60
22684,5,60,14,2,60,Race the Wind,60,2007,6.4176,171
23094,5,120,14,2,120,Planet Steam,120,2008,7.27235,2175
23418,2,360,14,2,360,Pursuit of Glory,360,2008,7.90819,414
23540,6,210,14,2,210,1889,210,2005,7.94069,375
24070,2,360,14,2,360,Afrika (second edition),360,2006,7.57742,369
24387,6,90,14,3,90,Dilbert: The Board Game,90,2006,5.69363,157
